"Description","StockCode","Year","MonthNum","Quantity_Sold","Revenue","Avg_Price","Orders","abc_class","lag1_qty","lag2_qty","roll3_avg","Log_Quantity"
"3 GARDENIA MORRIS BOXED CANDLES","85034A",2011,9,16,68,4.25,5,"B",4,1,7,2.83321334405622
"3 GARDENIA MORRIS BOXED CANDLES","85034A",2011,10,328,434,1.4593023255814,38,"B",16,4,116,5.79605775076537
"3 GARDENIA MORRIS BOXED CANDLES","85034A",2011,11,95,125.79,1.954,9,"B",328,16,146.333333333333,4.56434819146784
"3 HEARTS HANGING DECORATION RUSTIC","22158",2011,3,2,5.9,2.95,1,"A",8,447,152.333333333333,1.09861228866811
"3 HEARTS HANGING DECORATION RUSTIC","22158",2011,4,8,23.6,2.95,1,"A",2,8,6,2.19722457733622
"3 HEARTS HANGING DECORATION RUSTIC","22158",2011,5,19,56.05,2.95,3,"A",8,2,9.66666666666667,2.99573227355399
"3 HEARTS HANGING DECORATION RUSTIC","22158",2011,6,18,53.1,2.95,4,"A",19,8,15,2.94443897916644
"3 HEARTS HANGING DECORATION RUSTIC","22158",2011,7,23,67.85,2.95,5,"A",18,19,20,3.17805383034795
"3 HEARTS HANGING DECORATION RUSTIC","22158",2011,8,413,1090.35,2.89285714285714,14,"A",23,18,151.333333333333,6.02586597382531
"3 HEARTS HANGING DECORATION RUSTIC","22158",2011,9,304,899.64,3.03114285714286,35,"A",413,23,246.666666666667,5.72031177660741
"3 HEARTS HANGING DECORATION RUSTIC","22158",2011,10,683,1908.89,2.9743137254902,50,"A",304,413,466.666666666667,6.52795791762255
"3 HEARTS HANGING DECORATION RUSTIC","22158",2011,11,793,2265.39,2.96885057471264,87,"A",683,304,593.333333333333,6.67708346124714
"3 HEARTS HANGING DECORATION RUSTIC","22158",2011,12,127,351.89,3.13769230769231,13,"A",793,683,534.333333333333,4.85203026391962
"3 HOOK HANGER MAGIC GARDEN","22244",2011,2,167,325.65,1.95,14,"A",259,96,174,5.12396397940326
"3 HOOK HANGER MAGIC GARDEN","22244",2011,3,150,263.7,1.92692307692308,13,"A",167,259,192,5.01727983681492
"3 HOOK HANGER MAGIC GARDEN","22244",2011,4,214,384.9,1.9,12,"A",150,167,177,5.37063802812766
"3 HOOK HANGER MAGIC GARDEN","22244",2011,5,192,345.6,1.90714285714286,7,"A",214,150,185.333333333333,5.26269018890489
"3 HOOK HANGER MAGIC GARDEN","22244",2011,6,41,79.95,1.95,6,"A",192,214,149,3.73766961828337
"3 HOOK HANGER MAGIC GARDEN","22244",2011,7,32,62.4,1.95,7,"A",41,192,88.3333333333333,3.49650756146648
"3 HOOK HANGER MAGIC GARDEN","22244",2011,8,337,570.75,1.9,12,"A",32,41,136.666666666667,5.82304589548302
"3 HOOK HANGER MAGIC GARDEN","22244",2011,9,127,247.65,1.95,7,"A",337,32,165.333333333333,4.85203026391962
"3 HOOK PHOTO SHELF ANTIQUE WHITE","22171",2011,2,158,1235.9,8.34545454545455,22,"A",67,60,95,5.06890420222023
"3 HOOK PHOTO SHELF ANTIQUE WHITE","22171",2011,3,146,1163,8.36973684210526,38,"A",158,67,123.666666666667,4.99043258677874
"3 HOOK PHOTO SHELF ANTIQUE WHITE","22171",2011,4,63,510,8.41904761904762,21,"A",146,158,122.333333333333,4.15888308335967
"3 HOOK PHOTO SHELF ANTIQUE WHITE","22171",2011,5,164,1163.72,8.38433333333333,30,"A",63,146,124.333333333333,5.10594547390058
"3 HOOK PHOTO SHELF ANTIQUE WHITE","22171",2011,6,391,2495.86,8.3354054054054,37,"A",164,63,206,5.97126183979046
"3 HOOK PHOTO SHELF ANTIQUE WHITE","22171",2011,7,382,2392.16,7.96380952380952,21,"A",391,164,312.333333333333,5.94803498918065
"3 HOOK PHOTO SHELF ANTIQUE WHITE","22171",2011,8,103,739.54,8.35541666666667,24,"A",382,391,292,4.64439089914137
"3 HOOK PHOTO SHELF ANTIQUE WHITE","22171",2011,9,29,236.3,8.43461538461538,13,"A",103,382,171.333333333333,3.40119738166216
"3 HOOK PHOTO SHELF ANTIQUE WHITE","22171",2011,10,9,76.5,8.5,7,"A",29,103,47,2.30258509299405
"3 HOOK PHOTO SHELF ANTIQUE WHITE","22171",2011,11,96,785.4,8.425,34,"A",9,29,44.6666666666667,4.57471097850338
"3 HOOK PHOTO SHELF ANTIQUE WHITE","22171",2011,12,38,323,8.5,16,"A",96,9,47.6666666666667,3.66356164612965
"3 PIECE SPACEBOY COOKIE CUTTER SET","22964",2011,2,416,801.6,2.08,24,"A",318,139,291,6.0330862217988
"3 PIECE SPACEBOY COOKIE CUTTER SET","22964",2011,3,392,751.2,2.08387096774194,31,"A",416,318,375.333333333333,5.97380961186926
"3 PIECE SPACEBOY COOKIE CUTTER SET","22964",2011,4,74,155.4,2.1,19,"A",392,416,294,4.31748811353631
"3 PIECE SPACEBOY COOKIE CUTTER SET","22964",2011,5,63,132.3,2.1,15,"A",74,392,176.333333333333,4.15888308335967
"3 PIECE SPACEBOY COOKIE CUTTER SET","22964",2011,6,43,90.3,2.1,13,"A",63,74,60,3.78418963391826
"3 PIECE SPACEBOY COOKIE CUTTER SET","22964",2011,7,181,344.1,2.08214285714286,14,"A",43,63,95.6666666666667,5.2040066870768
"3 PIECE SPACEBOY COOKIE CUTTER SET","22964",2011,8,128,268.8,2.1,19,"A",181,43,117.333333333333,4.85981240436167
"3 PIECE SPACEBOY COOKIE CUTTER SET","22964",2011,9,244,478.43,2.17739130434783,23,"A",128,181,184.333333333333,5.50125821054473
"3 PIECE SPACEBOY COOKIE CUTTER SET","22964",2011,10,156,335.72,2.23096774193548,30,"A",244,128,176,5.05624580534831
"3 PIECE SPACEBOY COOKIE CUTTER SET","22964",2011,11,261,552.16,2.19441860465116,43,"A",156,244,220.333333333333,5.5683445037611
"3 PIECE SPACEBOY COOKIE CUTTER SET","22964",2011,12,95,201.53,2.25615384615385,13,"A",261,156,170.666666666667,4.56434819146784
"3 PINK HEN+CHICKS IN BASKET","84462",2011,3,3,3.75,1.25,2,"C",3,5,3.66666666666667,1.38629436111989
"3 PINK HEN+CHICKS IN BASKET","84462",2011,4,1,1.25,1.25,1,"C",3,3,2.33333333333333,0.693147180559945
"3 RAFFIA RIBBONS 50'S CHRISTMAS","23434",2011,11,726,604.5,0.812241379310345,58,"B",510,460,565.333333333333,6.58892647753352
"3 RAFFIA RIBBONS 50'S CHRISTMAS","23434",2011,12,86,67.94,0.79,9,"B",726,510,440.666666666667,4.46590811865458
"3 RAFFIA RIBBONS VINTAGE CHRISTMAS","23435",2011,11,132,104.28,0.79,12,"C",165,346,214.333333333333,4.89034912822175
"3 RAFFIA RIBBONS VINTAGE CHRISTMAS","23435",2011,12,33,26.07,0.79,4,"C",132,165,110,3.52636052461616
"3 ROSE MORRIS BOXED CANDLES","85034C",2011,2,19,44.75,3.25,3,"B",52,70,47,2.99573227355399
"3 ROSE MORRIS BOXED CANDLES","85034C",2011,4,4,17,4.25,1,"B",19,52,25,1.6094379124341
"3 ROSE MORRIS BOXED CANDLES","85034C",2011,6,5,21.25,4.25,2,"B",4,19,9.33333333333333,1.79175946922805
"3 ROSE MORRIS BOXED CANDLES","85034C",2011,7,1,4.25,4.25,1,"B",5,4,3.33333333333333,0.693147180559945
"3 ROSE MORRIS BOXED CANDLES","85034C",2011,9,4,17,4.25,1,"B",1,5,3.33333333333333,1.6094379124341
"3 ROSE MORRIS BOXED CANDLES","85034C",2011,10,270,364.86,1.43533333333333,30,"B",4,1,91.6666666666667,5.6021188208797
"3 ROSE MORRIS BOXED CANDLES","85034C",2011,11,571,741.91,1.53931506849315,66,"B",270,4,281.666666666667,6.3491389913798
"3 ROSE MORRIS BOXED CANDLES","85034C",2011,12,72,150.12,2.18142857142857,14,"B",571,270,304.333333333333,4.29045944114839
"3 STRIPEY MICE FELTCRAFT","22150",2011,2,216,397.2,1.926,25,"A",45,234,165,5.37989735354046
"3 STRIPEY MICE FELTCRAFT","22150",2011,3,226,428.7,1.940625,32,"A",216,45,162.333333333333,5.4249500174814
"3 STRIPEY MICE FELTCRAFT","22150",2011,4,86,167.7,1.95,16,"A",226,216,176,4.46590811865458
"3 STRIPEY MICE FELTCRAFT","22150",2011,5,182,342.9,1.93965517241379,28,"A",86,226,164.666666666667,5.20948615284142
"3 STRIPEY MICE FELTCRAFT","22150",2011,6,321,565.95,1.926,25,"A",182,86,196.333333333333,5.77455154554441
"3 STRIPEY MICE FELTCRAFT","22150",2011,7,142,276.9,1.95,22,"A",321,182,215,4.96284463025991
"3 STRIPEY MICE FELTCRAFT","22150",2011,8,305,558.75,1.925,24,"A",142,321,256,5.72358510195238
"3 STRIPEY MICE FELTCRAFT","22150",2011,9,268,500.78,1.99388888888889,35,"A",305,142,238.333333333333,5.59471137960184
"3 STRIPEY MICE FELTCRAFT","22150",2011,10,294,552.24,1.97612244897959,49,"A",268,305,289,5.68697535633982
"3 STRIPEY MICE FELTCRAFT","22150",2011,11,393,763.07,2.00413333333333,75,"A",294,268,318.333333333333,5.97635090929793
"3 STRIPEY MICE FELTCRAFT","22150",2011,12,202,374.26,2.00851851851852,26,"A",393,294,296.333333333333,5.31320597904179
"3 TIER CAKE TIN GREEN AND CREAM","22839",2011,2,36,503,14.7807692307692,13,"A",20,19,25,3.61091791264422
"3 TIER CAKE TIN GREEN AND CREAM","22839",2011,3,55,716.65,14.4,8,"A",36,20,37,4.02535169073515
"3 TIER CAKE TIN GREEN AND CREAM","22839",2011,4,13,194.35,14.95,9,"A",55,36,34.6666666666667,2.63905732961526
"3 TIER CAKE TIN GREEN AND CREAM","22839",2011,5,52,698.2,14.7807692307692,13,"A",13,55,40,3.97029191355212
"3 TIER CAKE TIN GREEN AND CREAM","22839",2011,6,14,209.3,14.95,10,"A",52,13,26.3333333333333,2.70805020110221
"3 TIER CAKE TIN GREEN AND CREAM","22839",2011,7,19,257.65,14.6357142857143,7,"A",14,52,28.3333333333333,2.99573227355399
"3 TIER CAKE TIN GREEN AND CREAM","22839",2011,8,18,269.1,14.95,10,"A",19,14,17,2.94443897916644
"3 TIER CAKE TIN GREEN AND CREAM","22839",2011,9,67,799.43,15.0957142857143,14,"A",18,19,34.6666666666667,4.21950770517611
"3 TIER CAKE TIN GREEN AND CREAM","22839",2011,10,15,224.25,14.95,11,"A",67,18,33.3333333333333,2.77258872223978
"3 TIER CAKE TIN GREEN AND CREAM","22839",2011,11,32,457.38,15.602,15,"A",15,67,38,3.49650756146648
"3 TIER CAKE TIN GREEN AND CREAM","22839",2011,12,2,29.9,14.95,2,"A",32,15,16.3333333333333,1.09861228866811
"3 TIER CAKE TIN RED AND CREAM","22838",2011,2,49,695.15,14.7184210526316,19,"A",124,14,62.3333333333333,3.91202300542815
"3 TIER CAKE TIN RED AND CREAM","22838",2011,3,131,1729.65,14.4611111111111,9,"A",49,124,101.333333333333,4.88280192258637
"3 TIER CAKE TIN RED AND CREAM","22838",2011,5,90,1222.3,14.4,8,"A",131,49,90,4.51085950651685
"3 TIER CAKE TIN RED AND CREAM","22838",2011,6,26,351.3,14.4611111111111,9,"A",90,131,82.3333333333333,3.29583686600433
"3 TIER CAKE TIN RED AND CREAM","22838",2011,7,19,257.65,14.6357142857143,7,"A",26,90,45,2.99573227355399
"3 TIER CAKE TIN RED AND CREAM","22838",2011,8,14,209.3,14.95,12,"A",19,26,19.6666666666667,2.70805020110221
"3 TIER CAKE TIN RED AND CREAM","22838",2011,9,71,845.05,14.19125,16,"A",14,19,34.6666666666667,4.27666611901606
"3 TIER CAKE TIN RED AND CREAM","22838",2011,10,26,388.7,14.95,13,"A",71,14,37,3.29583686600433
"3 TIER CAKE TIN RED AND CREAM","22838",2011,11,83,1131.83,15.56125,16,"A",26,71,60,4.43081679884331
"3 TIER CAKE TIN RED AND CREAM","22838",2011,12,5,74.75,14.95,4,"A",83,26,38,1.79175946922805
"3 TIER SWEETHEART GARDEN SHELF","22824",2011,2,4,143.8,35.95,4,"B",3,2,3,1.6094379124341
"3 TIER SWEETHEART GARDEN SHELF","22824",2011,3,11,371.45,34.75,5,"B",4,3,6,2.484906649788
"3 TIER SWEETHEART GARDEN SHELF","22824",2011,4,6,215.7,35.95,5,"B",11,4,7,1.94591014905531
"3 TIER SWEETHEART GARDEN SHELF","22824",2011,5,8,287.6,35.95,6,"B",6,11,8.33333333333333,2.19722457733622
"3 TIER SWEETHEART GARDEN SHELF","22824",2011,6,7,248.65,35.5214285714286,7,"B",8,6,7,2.07944154167984
"3 TIER SWEETHEART GARDEN SHELF","22824",2011,7,2,71.9,35.95,2,"B",7,8,5.66666666666667,1.09861228866811
"3 TIER SWEETHEART GARDEN SHELF","22824",2011,8,5,179.75,35.95,5,"B",2,7,4.66666666666667,1.79175946922805
"3 TIER SWEETHEART GARDEN SHELF","22824",2011,9,5,167.75,34.45,2,"B",5,2,4,1.79175946922805
"3 TIER SWEETHEART GARDEN SHELF","22824",2011,10,1,35.95,35.95,1,"B",5,5,3.66666666666667,0.693147180559945
"3 TIER SWEETHEART GARDEN SHELF","22824",2011,11,1,35.95,35.95,1,"B",1,5,2.33333333333333,0.693147180559945
"3 TRADITIONAl BISCUIT CUTTERS  SET","22965",2011,2,67,140.7,2.1,13,"B",94,60,73.6666666666667,4.21950770517611
"3 TRADITIONAl BISCUIT CUTTERS  SET","22965",2011,3,79,165.9,2.1,15,"B",67,94,80,4.38202663467388
"3 TRADITIONAl BISCUIT CUTTERS  SET","22965",2011,4,76,159.6,2.1,18,"B",79,67,74,4.34380542185368
"3 TRADITIONAl BISCUIT CUTTERS  SET","22965",2011,5,64,134.4,2.1,17,"B",76,79,73,4.17438726989564
"3 TRADITIONAl BISCUIT CUTTERS  SET","22965",2011,6,102,214.2,2.1,13,"B",64,76,80.6666666666667,4.63472898822964
"3 TRADITIONAl BISCUIT CUTTERS  SET","22965",2011,7,150,303,2.08333333333333,15,"B",102,64,105.333333333333,5.01727983681492
"3 TRADITIONAl BISCUIT CUTTERS  SET","22965",2011,8,57,119.7,2.1,11,"B",150,102,103,4.06044301054642
"3 TRADITIONAl BISCUIT CUTTERS  SET","22965",2011,9,119,250.43,2.18090909090909,22,"B",57,150,108.666666666667,4.78749174278205
"3 TRADITIONAl BISCUIT CUTTERS  SET","22965",2011,10,91,195.16,2.19227272727273,22,"B",119,57,89,4.52178857704904
"3 TRADITIONAl BISCUIT CUTTERS  SET","22965",2011,11,174,367.43,2.18826086956522,23,"B",91,119,128,5.16478597392351
"3 TRADITIONAl BISCUIT CUTTERS  SET","22965",2011,12,21,44.1,2.1,4,"B",174,91,95.3333333333333,3.09104245335832
"3 WHITE CHOC MORRIS BOXED CANDLES","85034B",2011,2,4,17,4.25,1,"B",64,60,42.6666666666667,1.6094379124341
"3 WHITE CHOC MORRIS BOXED CANDLES","85034B",2011,5,8,34,4.25,2,"B",4,64,25.3333333333333,2.19722457733622
"3 WHITE CHOC MORRIS BOXED CANDLES","85034B",2011,6,5,21.25,4.25,2,"B",8,4,5.66666666666667,1.79175946922805
"3 WHITE CHOC MORRIS BOXED CANDLES","85034B",2011,9,15,63.75,4.25,4,"B",5,8,9.33333333333333,2.77258872223978
"3 WHITE CHOC MORRIS BOXED CANDLES","85034B",2011,10,197,289.29,1.8775,16,"B",15,5,72.3333333333333,5.28826703069454
"3 WHITE CHOC MORRIS BOXED CANDLES","85034B",2011,11,459,644.15,1.87577777777778,44,"B",197,15,223.666666666667,6.13122648948314
"3 WHITE CHOC MORRIS BOXED CANDLES","85034B",2011,12,68,85,1.25,10,"B",459,197,241.333333333333,4.23410650459726
"36 DOILIES DOLLY GIRL","22949",2011,2,20,29,1.45,5,"B",97,159,92,3.04452243772342
"36 DOILIES DOLLY GIRL","22949",2011,3,213,308.85,1.45,9,"B",20,97,110,5.36597601502185
"36 DOILIES DOLLY GIRL","22949",2011,4,89,129.05,1.45,13,"B",213,20,107.333333333333,4.49980967033027
"36 DOILIES DOLLY GIRL","22949",2011,5,30,43.5,1.45,6,"B",89,213,110.666666666667,3.43398720448515
"36 DOILIES DOLLY GIRL","22949",2011,6,13,18.85,1.45,2,"B",30,89,44,2.63905732961526
"36 DOILIES DOLLY GIRL","22949",2011,7,26,37.7,1.45,4,"B",13,30,23,3.29583686600433
"36 DOILIES DOLLY GIRL","22949",2011,8,49,71.05,1.45,5,"B",26,13,29.3333333333333,3.91202300542815
"36 DOILIES DOLLY GIRL","22949",2011,9,111,160.95,1.45,11,"B",49,26,62,4.71849887129509
"36 DOILIES DOLLY GIRL","22949",2011,10,62,89.9,1.45,6,"B",111,49,74,4.14313472639153
"36 DOILIES DOLLY GIRL","22949",2011,11,24,34.8,1.45,2,"B",62,111,65.6666666666667,3.2188758248682
"36 DOILIES VINTAGE CHRISTMAS","22950",2011,8,770,1001.3,1.42647058823529,17,"A",1081,12,621,6.64768837356333
"36 DOILIES VINTAGE CHRISTMAS","22950",2011,9,2340,3157.8,1.43260869565217,69,"A",770,1081,1397,7.75833346749091
"36 DOILIES VINTAGE CHRISTMAS","22950",2011,10,937,1329.85,1.44661016949153,59,"A",2340,770,1349,6.84374994900622
"36 DOILIES VINTAGE CHRISTMAS","22950",2011,11,12,17.4,1.45,1,"A",937,2340,1096.33333333333,2.56494935746154
"36 FOIL HEART CAKE CASES","22956",2011,2,217,419.7,2.06875,16,"A",331,134,227.333333333333,5.38449506278909
"36 FOIL HEART CAKE CASES","22956",2011,3,200,384,2.075,10,"A",217,331,249.333333333333,5.30330490805908
"36 FOIL HEART CAKE CASES","22956",2011,4,57,119.7,2.1,13,"A",200,217,158,4.06044301054642
"36 FOIL HEART CAKE CASES","22956",2011,5,171,323.1,2.075,9,"A",57,200,142.666666666667,5.14749447681345
"36 FOIL HEART CAKE CASES","22956",2011,6,93,183.3,2.07222222222222,9,"A",171,57,107,4.54329478227
"36 FOIL HEART CAKE CASES","22956",2011,7,70,147,2.1,12,"A",93,171,111.333333333333,4.26267987704132
"36 FOIL HEART CAKE CASES","22956",2011,8,320,636,2.07222222222222,8,"A",70,93,161,5.77144112313002
"36 FOIL HEART CAKE CASES","22956",2011,9,147,284.7,2.05,10,"A",320,70,179,4.99721227376411
"36 FOIL HEART CAKE CASES","22956",2011,10,84,180.46,2.26916666666667,12,"A",147,320,183.666666666667,4.44265125649032
"36 FOIL HEART CAKE CASES","22956",2011,11,69,136.96,2.4175,12,"A",84,147,100,4.24849524204936
"36 FOIL HEART CAKE CASES","22956",2011,12,105,82.95,0.79,8,"A",69,84,86,4.66343909411207
"36 FOIL STAR CAKE CASES","22955",2011,2,113,225.3,2.07222222222222,9,"B",164,44,107,4.7361984483945
"36 FOIL STAR CAKE CASES","22955",2011,3,26,54.6,2.1,6,"B",113,164,101,3.29583686600433
"36 FOIL STAR CAKE CASES","22955",2011,4,49,102.9,2.1,8,"B",26,113,62.6666666666667,3.91202300542815
"36 FOIL STAR CAKE CASES","22955",2011,5,10,21,2.1,4,"B",49,26,28.3333333333333,2.39789527279837
"36 FOIL STAR CAKE CASES","22955",2011,6,20,42,2.1,4,"B",10,49,26.3333333333333,3.04452243772342
"36 FOIL STAR CAKE CASES","22955",2011,7,46,96.6,2.1,8,"B",20,10,25.3333333333333,3.85014760171006
"36 FOIL STAR CAKE CASES","22955",2011,8,34,71.4,2.1,6,"B",46,20,33.3333333333333,3.55534806148941
"36 FOIL STAR CAKE CASES","22955",2011,9,121,242.1,2.07916666666667,12,"B",34,46,67,4.80402104473326
"36 FOIL STAR CAKE CASES","22955",2011,10,53,111.3,2.1,8,"B",121,34,69.3333333333333,3.98898404656427
"36 FOIL STAR CAKE CASES","22955",2011,11,261,500.1,2.07222222222222,18,"B",53,121,145,5.5683445037611
"36 FOIL STAR CAKE CASES","22955",2011,12,56,44.24,0.79,5,"B",261,53,123.333333333333,4.04305126783455
"36 PENCILS TUBE POSY","20980",2011,4,11,13.75,1.25,3,"C",4,5,6.66666666666667,2.484906649788
"36 PENCILS TUBE POSY","20980",2011,5,4,5,1.25,1,"C",11,4,6.33333333333333,1.6094379124341
"36 PENCILS TUBE POSY","20980",2011,8,3,3.75,1.25,2,"C",4,11,6,1.38629436111989
"36 PENCILS TUBE RED RETROSPOT","20979",2011,2,186,208.18,1.23416666666667,12,"A",47,156,129.666666666667,5.23110861685459
"36 PENCILS TUBE RED RETROSPOT","20979",2011,3,237,296.25,1.25,19,"A",186,47,156.666666666667,5.47227067367148
"36 PENCILS TUBE RED RETROSPOT","20979",2011,4,164,205,1.25,11,"A",237,186,195.666666666667,5.10594547390058
"36 PENCILS TUBE RED RETROSPOT","20979",2011,5,276,345,1.25,15,"A",164,237,225.666666666667,5.62401750618734
"36 PENCILS TUBE RED RETROSPOT","20979",2011,6,564,656.36,1.23347826086957,23,"A",276,164,334.666666666667,6.33682573114644
"36 PENCILS TUBE RED RETROSPOT","20979",2011,7,151,188.75,1.25,13,"A",564,276,330.333333333333,5.02388052084628
"36 PENCILS TUBE RED RETROSPOT","20979",2011,8,357,421.93,1.24136363636364,22,"A",151,564,357.333333333333,5.8805329864007
"36 PENCILS TUBE RED RETROSPOT","20979",2011,9,546,633.86,1.23592592592593,27,"A",357,151,351.333333333333,6.30444880242198
"36 PENCILS TUBE RED RETROSPOT","20979",2011,10,358,423.18,1.24136363636364,22,"A",546,357,420.333333333333,5.88332238848828
"36 PENCILS TUBE RED RETROSPOT","20979",2011,11,451,563.75,1.25,39,"A",358,546,451.666666666667,6.11368217983223
"36 PENCILS TUBE RED RETROSPOT","20979",2011,12,25,31.25,1.25,5,"A",451,358,278,3.25809653802148
"36 PENCILS TUBE SKULLS","20978",2011,2,40,50,1.25,7,"B",66,39,48.3333333333333,3.71357206670431
"36 PENCILS TUBE SKULLS","20978",2011,3,135,168.75,1.25,16,"B",40,66,80.3333333333333,4.91265488573605
"36 PENCILS TUBE SKULLS","20978",2011,4,168,210,1.25,13,"B",135,40,114.333333333333,5.12989871492307
"36 PENCILS TUBE SKULLS","20978",2011,5,99,123.75,1.25,7,"B",168,135,134,4.60517018598809
"36 PENCILS TUBE SKULLS","20978",2011,6,85,106.25,1.25,7,"B",99,168,117.333333333333,4.45434729625351
"36 PENCILS TUBE SKULLS","20978",2011,7,112,140,1.25,14,"B",85,99,98.6666666666667,4.72738781871234
"36 PENCILS TUBE SKULLS","20978",2011,8,94,117.5,1.25,13,"B",112,85,97,4.55387689160054
"36 PENCILS TUBE SKULLS","20978",2011,9,119,148.75,1.25,11,"B",94,112,108.333333333333,4.78749174278205
"36 PENCILS TUBE SKULLS","20978",2011,10,350,413.18,1.24095238095238,20,"B",119,94,187.666666666667,5.86078622346587
"36 PENCILS TUBE SKULLS","20978",2011,11,261,326.25,1.25,43,"B",350,119,243.333333333333,5.5683445037611
"36 PENCILS TUBE SKULLS","20978",2011,12,59,73.75,1.25,7,"B",261,350,223.333333333333,4.0943445622221
"36 PENCILS TUBE WOODLAND","20977",2011,2,55,68.75,1.25,7,"B",60,74,63,4.02535169073515
"36 PENCILS TUBE WOODLAND","20977",2011,3,135,168.75,1.25,15,"B",55,60,83.3333333333333,4.91265488573605
"36 PENCILS TUBE WOODLAND","20977",2011,4,186,232.5,1.25,13,"B",135,55,125.333333333333,5.23110861685459
"36 PENCILS TUBE WOODLAND","20977",2011,5,98,122.5,1.25,7,"B",186,135,139.666666666667,4.59511985013459
"36 PENCILS TUBE WOODLAND","20977",2011,6,180,225,1.25,16,"B",98,186,154.666666666667,5.19849703126583
"36 PENCILS TUBE WOODLAND","20977",2011,7,129,161.25,1.25,14,"B",180,98,135.666666666667,4.86753445045558
"36 PENCILS TUBE WOODLAND","20977",2011,8,407,484.43,1.24095238095238,21,"B",129,180,238.666666666667,6.01126717440416
"36 PENCILS TUBE WOODLAND","20977",2011,9,201,251.25,1.25,17,"B",407,129,245.666666666667,5.30826769740121
"36 PENCILS TUBE WOODLAND","20977",2011,10,70,87.5,1.25,10,"B",201,407,226,4.26267987704132
"3D CHRISTMAS STAMPS STICKERS","22731",2011,8,58,72.5,1.25,6,"B",57,98,71,4.07753744390572
"3D CHRISTMAS STAMPS STICKERS","22731",2011,9,262,310.61,1.32285714285714,14,"B",58,57,125.666666666667,5.57215403217776
"3D CHRISTMAS STAMPS STICKERS","22731",2011,10,397,504.72,1.38828571428571,35,"B",262,58,239,5.98645200528444
"3D CHRISTMAS STAMPS STICKERS","22731",2011,11,167,228.11,1.40782608695652,22,"B",397,262,275.333333333333,5.12396397940326
"3D CHRISTMAS STAMPS STICKERS","22731",2011,12,36,52.26,1.40125,8,"B",167,397,200,3.61091791264422
"3D DOG PICTURE PLAYING CARDS","84558A",2011,2,4,11.8,2.95,1,"B",19,67,30,1.6094379124341
"3D DOG PICTURE PLAYING CARDS","84558A",2011,3,15,44.25,2.95,5,"B",4,19,12.6666666666667,2.77258872223978
"3D DOG PICTURE PLAYING CARDS","84558A",2011,4,2,5.9,2.95,1,"B",15,4,7,1.09861228866811
"3D DOG PICTURE PLAYING CARDS","84558A",2011,6,25,73.75,2.95,6,"B",2,15,14,3.25809653802148
"3D DOG PICTURE PLAYING CARDS","84558A",2011,7,9,26.55,2.95,3,"B",25,2,12,2.30258509299405
"3D DOG PICTURE PLAYING CARDS","84558A",2011,8,56,165.2,2.95,10,"B",9,25,30,4.04305126783455
"3D DOG PICTURE PLAYING CARDS","84558A",2011,9,7,20.65,2.95,3,"B",56,9,24,2.07944154167984
"3D DOG PICTURE PLAYING CARDS","84558A",2011,10,41,120.95,2.95,4,"B",7,56,34.6666666666667,3.73766961828337
"3D DOG PICTURE PLAYING CARDS","84558A",2011,11,44,129.8,2.95,11,"B",41,7,30.6666666666667,3.80666248977032
"3D DOG PICTURE PLAYING CARDS","84558A",2011,12,1,2.95,2.95,1,"B",44,41,28.6666666666667,0.693147180559945
"3D HEARTS  HONEYCOMB PAPER GARLAND","21188",2011,2,15,44.25,2.95,3,"B",46,1,20.6666666666667,2.77258872223978
"3D HEARTS  HONEYCOMB PAPER GARLAND","21188",2011,3,77,207.95,2.88333333333333,5,"B",15,46,46,4.35670882668959
"3D HEARTS  HONEYCOMB PAPER GARLAND","21188",2011,4,22,64.9,2.95,3,"B",77,15,38,3.13549421592915
"3D HEARTS  HONEYCOMB PAPER GARLAND","21188",2011,5,27,79.65,2.95,4,"B",22,77,42,3.3322045101752
"3D HEARTS  HONEYCOMB PAPER GARLAND","21188",2011,6,18,53.1,2.95,3,"B",27,22,22.3333333333333,2.94443897916644
